 1.17600000e-02 1.14440000e-02 8.09213000e-03
 4.50200000e-02 -1.83106000e-02 4.82826681e-02
 7.86800000e-02 4.57760000e-02 4.64857478e-02
 1.11320000e-01 2.86100000e-02 1.47741405e-02
 1.44050000e-01 -2.67030000e-02 5.16043716e-02
 1.77310000e-01 4.57764000e-02 2.14102981e-02
 2.10410000e-01 1.60216000e-02 2.63460665e-02
 2.43070000e-01 -2.00265000e-02 8.63361299e-02
 2.76140000e-01 -8.58300000e-03 3.00972123e-02
 3.08840000e-01 -2.50000000e-07 9.29727264e-02
 3.41540000e-01 1.71665000e-02 1.03419758e-01
 3.74050000e-01 2.51780000e-02 6.07743282e-02
 4.06620000e-01 5.49318000e-02 8.34715024e-02
 4.38930000e-01 4.00545000e-02 6.64024795e-02
 4.71220000e-01 3.14710000e-02 5.86330523e-02
 5.03740000e-01 2.00000000e-07 7.37230458e-02
 5.36490000e-01 2.00272500e-02 3.78118389e-02
 5.69210000e-01 -2.28880000e-03 6.54412710e-02
 6.02100000e-01 -3.43330000e-02 8.75313706e-02
 6.35220000e-01 2.57492500e-02 4.32004838e-02
 6.67690000e-01 2.86100000e-03 3.41726859e-02
 7.00690000e-01 -1.14448000e-02 5.36788236e-02
 7.33190000e-01 -5.72225000e-03 4.98837366e-02
 7.65520000e-01 -5.72175000e-03 6.01949000e-02
 7.97910000e-01 7.62936667e-02 4.01900546e-02
 8.30110000e-01 -4.57772500e-02 6.12741137e-02
 8.62660000e-01 2.28880000e-03 3.37549505e-02
 8.95510000e-01 2.00272500e-02 3.89492651e-02
 9.27830000e-01 -3.81500000e-03 6.99245405e-02
 9.60620000e-01 -1.71662500e-02 4.23071057e-02
 9.93130000e-01 -2.67030000e-02 4.76457318e-02
 1.02550000e+00 -9.15520000e-03 3.74343019e-02
 1.05860000e+00 2.28882000e-02 3.70831069e-02
 1.09110000e+00 -3.71935000e-02 9.36161881e-02
 1.12380000e+00 -5.49312000e-02 9.95693768e-02
 1.15640000e+00 -1.43052000e-01 1.86121819e-01
 1.18920000e+00 -8.23974000e-02 7.47817932e-02
 1.22220000e+00 -2.17436400e-01 2.61840514e-01
 1.25480000e+00 -1.60219500e-01 1.13293356e-01
 1.28770000e+00 7.50000000e-07 7.64859236e-02
 1.32100000e+00 -2.57493500e-01 1.82271085e-01
 1.35350000e+00 -3.06700200e-01 2.69287264e-01
 1.38630000e+00 -4.14849000e-01 4.19898583e-01
 1.41960000e+00 -1.69371200e-01 1.56995063e-01
 1.45200000e+00 -2.31170800e-01 2.49603074e-01
 1.48530000e+00 -5.05828000e-01 1.58245822e-01
 1.51860000e+00 -6.04248000e-01 8.54098517e-02
 1.55080000e+00 -6.77490000e-01 9.02579927e-02
 1.58440000e+00 -6.88934000e-01 3.47144038e-02
 1.61690000e+00 -5.88226000e-01 1.70246406e-01
 1.64950000e+00 -7.85062000e-01 2.25796170e-01
 1.68170000e+00 -6.17980000e-01 1.38514458e-01
 1.71400000e+00 -5.95092000e-01 1.18103802e-01
 1.74700000e+00 -5.83650000e-01 1.75995387e-01
 1.77920000e+00 -5.72206000e-01 2.30448078e-01
