 4.20320000e+00 1.96599474e-01 1.07863392e-02 1.69367111e-01 2.91350458e-02
 4.23610000e+00 8.17839479e-02 2.27603460e-02 9.00619577e-02 2.49399173e-02
 4.26875000e+00 9.62015915e-02 2.60063464e-02 1.06375448e-01 2.62621224e-02
 4.30140000e+00 2.45941577e-02 2.17349080e-02 1.56327085e-01 2.21054676e-02
 4.33395000e+00 -2.27779736e-02 2.56195302e-02 1.63482232e-01 3.01046243e-02
 4.36630000e+00 -1.03086748e-02 4.10646099e-02 1.10027786e-01 4.84970639e-02
 4.39870000e+00 2.30200051e-02 3.71087349e-02 1.41051101e-01 4.09988295e-02
 4.43130000e+00 3.12820210e-02 5.00781201e-03 1.21854230e-01 9.23927462e-03
 4.46435000e+00 9.79651273e-02 -1.89961248e-02 1.03789004e-01 2.13535667e-02
 4.49685000e+00 1.43540046e-01 -1.00574567e-02 8.43320445e-02 1.51929060e-02
 4.52975000e+00 2.16529640e-01 -7.86196628e-03 9.49123353e-02 1.43102267e-02
 4.56280000e+00 1.24615595e-01 -1.54466638e-02 7.81249437e-02 1.93038340e-02
 4.59520000e+00 1.53938175e-01 -5.75878456e-03 8.09437999e-02 7.92739769e-03
 4.62790000e+00 2.04434731e-01 -5.15321435e-03 9.47949552e-02 9.76544308e-03
 4.66035000e+00 1.26451624e-01 -4.56543367e-03 9.44590239e-02 8.81352330e-03
 4.69295000e+00 2.51508612e-02 5.42199036e-03 9.40581008e-02 8.96187476e-03
 4.72595000e+00 -1.14231846e-02 1.57693323e-02 1.60499965e-01 1.77250627e-02
 4.75835000e+00 -5.35176718e-02 1.63542440e-02 9.55599542e-02 1.81672139e-02
 4.79110000e+00 6.29323740e-02 1.47535559e-02 6.53851277e-02 1.70320813e-02
 4.82380000e+00 1.27853184e-01 9.77758291e-04 6.93218865e-02 5.81094028e-03
 4.85630000e+00 3.47728558e-02 5.72487332e-03 5.40279236e-02 6.09755002e-03
 4.88915000e+00 -7.29490617e-02 1.80713379e-02 7.39323823e-02 2.07259450e-02
 4.92160000e+00 -1.78917639e-01 2.64131091e-02 8.90571087e-02 3.51900192e-02
 4.95415000e+00 -2.41684916e-01 3.52229993e-02 9.62681043e-02 3.90912039e-02
 4.98685000e+00 -9.96123427e-02 2.95193650e-02 8.39440354e-02 3.28006800e-02
 5.01935000e+00 5.95146484e-02 4.79034008e-03 7.39453774e-02 1.27490922e-02
 5.05205000e+00 -3.69716546e-03 -1.79068382e-02 6.64099214e-02 2.07146347e-02
 5.08480000e+00 1.79102087e-02 -2.02709635e-02 9.42629396e-02 2.37903371e-02
 5.11685000e+00 5.51544874e-02 -5.64438173e-03 8.09851920e-02 8.98222440e-03
 5.14965000e+00 -7.44211255e-03 2.90461263e-03 5.22495273e-02 5.82152743e-03
 5.18235000e+00 -1.27236586e-01 1.20804932e-02 9.86561393e-02 1.79363900e-02
 5.21490000e+00 -1.81083401e-01 2.40590539e-02 6.39569308e-02 2.56035524e-02
 5.24780000e+00 -1.05611752e-01 2.72854715e-02 1.05102794e-01 2.55655356e-02
 5.28035000e+00 -3.60820919e-02 2.27662049e-02 1.04361402e-01 2.26078498e-02
 5.31295000e+00 -3.27504876e-02 6.68800569e-03 9.83397150e-02 1.06671048e-02
 5.34575000e+00 -4.84123779e-02 -1.11193127e-02 8.47994270e-02 1.27748983e-02
 5.37810000e+00 4.62033143e-02 -2.37748491e-02 7.80321402e-02 2.30727104e-02
 5.41100000e+00 1.37493232e-01 -3.08949226e-02 9.55884823e-02 3.04219211e-02
 5.44340000e+00 1.30863675e-01 -3.07917556e-02 1.11693026e-01 3.87680464e-02
 5.47605000e+00 8.78048976e-02 -1.18914534e-02 8.88124106e-02 1.86362307e-02
 5.50925000e+00 -2.24653291e-02 1.02601501e-02 8.91105268e-02 1.20936437e-02
 5.54165000e+00 -1.25621991e-01 1.96343726e-02 5.60990830e-02 2.01324715e-02
 5.57425000e+00 -1.02940578e-01 1.97793211e-02 2.68294657e-02 1.98360206e-02
 5.60760000e+00 -4.76762276e-02 8.83534065e-03 7.65039656e-02 1.18145528e-02
 5.64030000e+00 -7.92400330e-03 -4.47896169e-03 5.65299634e-02 9.21035741e-03
 5.67295000e+00 2.40127837e-02 -1.43789393e-02 1.00316943e-01 1.85942086e-02
 5.70525000e+00 7.29363479e-02 -1.93161236e-02 7.26092082e-02 2.45604642e-02
 5.73780000e+00 -2.30020908e-02 -1.47341569e-02 3.45781868e-02 1.93996801e-02
 5.77080000e+00 -1.26336607e-01 1.55032432e-03 6.07380438e-02 6.04885881e-03
 5.80320000e+00 -1.32464723e-01 1.48361586e-02 1.03537272e-01 2.21810879e-02
 5.83570000e+00 -1.42070048e-01 8.57036356e-03 5.67730593e-02 1.08578127e-02
 5.86895000e+00 -1.54834274e-01 -7.64753534e-03 1.28992759e-01 1.13875421e-02
 5.90130000e+00 -3.36537982e-02 -1.00547393e-02 8.15585612e-02 1.47271999e-02
 5.93445000e+00 8.58517652e-02 2.92932556e-04 1.25162534e-01 7.04943763e-03
 5.96730000e+00 2.96544442e-02 4.78839445e-03 1.21673778e-01 9.20649050e-03
 5.99995000e+00 -9.58015254e-02 -8.66375139e-03 7.25943134e-02 1.41624769e-02
 6.03255000e+00 -8.05339349e-02 -2.00273078e-02 1.12194034e-01 2.90423751e-02
 6.06505000e+00 -1.27561873e-01 -2.29363467e-02 1.36846417e-01 2.89331776e-02
 6.09770000e+00 -1.92395941e-01 -2.08034444e-02 1.40272065e-01 2.51565169e-02
 6.13060000e+00 -7.17558618e-02 -8.60464691e-03 1.03148358e-01 1.03126711e-02
 6.16300000e+00 -4.82879900e-02 -1.52412621e-02 1.06084178e-01 2.01701470e-02
 6.19595000e+00 -6.55927386e-02 -3.01843868e-02 1.02822529e-01 3.58129575e-02
 6.22880000e+00 1.39445906e-02 -3.37952867e-02 9.61331283e-02 3.73067735e-02
 6.26140000e+00 -3.87762868e-02 -1.56523038e-02 1.28472675e-01 1.91414350e-02
 6.29400000e+00 -1.33088681e-01 -1.04206489e-02 7.12753618e-02 1.23372649e-02
 6.32640000e+00 -1.22644382e-01 -2.64836067e-02 1.38827709e-01 2.66378704e-02
 6.35885000e+00 -1.48128672e-01 -1.58927962e-02 1.77177940e-01 1.83907889e-02
 6.39105000e+00 -1.81083953e-01 -3.97156950e-04 9.31158947e-02 3.09804336e-03
 6.42340000e+00 -2.00773490e-01 -3.85076739e-04 1.04749897e-01 3.60531641e-03
 6.45610000e+00 -2.47370485e-02 -1.43290564e-02 7.42011468e-02 1.85418598e-02
 6.48880000e+00 -3.06762645e-02 -1.45506276e-02 1.25108507e-01 1.61613724e-02
 6.52140000e+00 -2.24536097e-01 -1.50703747e-02 1.37962372e-01 1.80279497e-02
 6.55435000e+00 -2.27460881e-01 -1.50622230e-02 1.30040982e-01 1.63966942e-02
 6.58705000e+00 -2.70806553e-01 -1.34661702e-02 8.66481021e-02 1.68915172e-02
 6.61955000e+00 -1.08499894e-01 -1.07052289e-02 1.38204842e-01 1.38803790e-02
 6.65205000e+00 -1.14035133e-01 -1.48886806e-02 1.09391451e-01 1.88967323e-02
 6.68435000e+00 -2.12244203e-01 -1.08515381e-02 1.20478640e-01 1.16270046e-02
 6.71685000e+00 -1.78144143e-01 3.56886604e-03 1.23582941e-01 1.32333347e-02
 6.74930000e+00 -2.36345321e-01 -7.76531951e-03 1.55685545e-01 1.44099539e-02
 6.78175000e+00 -1.53658255e-01 -2.28323722e-02 1.54198246e-01 2.44731286e-02
 6.81460000e+00 -1.37961328e-01 -1.76295019e-02 1.33366784e-01 2.26700141e-02
 6.84685000e+00 2.24989824e-02 -3.24025348e-02 1.17909364e-01 2.90255901e-02
 6.87950000e+00 -3.03757610e-02 -2.87538512e-02 7.33269575e-02 1.99969982e-02
 6.91245000e+00 -1.16017852e-01 -2.88913214e-02 2.01566927e-01 1.75749378e-02
 6.94480000e+00 -2.01444603e-02 -2.46588409e-02 1.30319490e-01 2.01302941e-02
 6.97790000e+00 -2.14737381e-01 -1.29560137e-02 9.88230473e-02 1.48037907e-02
 7.01070000e+00 -3.44629166e-01 -1.99535491e-02 9.36845235e-02 1.61306002e-02
 7.04310000e+00 -2.53298148e-01 -3.39789636e-02 1.56032927e-01 2.80307129e-02
 7.07580000e+00 -1.66717462e-01 -2.06753420e-02 9.48963793e-02 1.42820341e-02
 7.10810000e+00 -3.98930735e-02 -1.27527872e-02 9.16478706e-02 1.55194131e-02
 7.14070000e+00 -1.03251807e-01 -1.25376379e-02 1.05614412e-01 1.51657382e-02
 7.17365000e+00 -1.45790678e-01 -1.46501507e-02 1.57537804e-01 1.41944054e-02
 7.20600000e+00 -1.51588302e-01 -1.73826584e-02 2.68042568e-01 1.63131783e-02
 7.23865000e+00 -5.30324605e-02 -1.76817770e-02 9.18607300e-02 1.75886817e-02
 7.27110000e+00 4.35487645e-04 -1.24639819e-02 8.19777560e-02 1.51377591e-02
 7.30350000e+00 -5.07196215e-02 -1.49580101e-02 3.05877659e-02 1.44195310e-02
 7.33605000e+00 -1.32019314e-01 -1.61075437e-02 2.06904594e-01 1.23497669e-02
 7.36845000e+00 -1.20032211e-01 -1.58325309e-02 1.67645178e-01 1.21757112e-02
 7.40125000e+00 -8.97273465e-02 -1.66771473e-02 7.70239494e-02 1.40911450e-02
 7.43420000e+00 -1.13822928e-02 -1.85580528e-02 1.07970827e-01 1.65495913e-02
 7.46630000e+00 -2.00826403e-02 -1.95209684e-02 2.37241444e-02 1.88585349e-02
 7.49915000e+00 1.07450153e-01 -1.76677471e-02 2.50363986e-02 1.95477046e-02
 7.53180000e+00 8.30455730e-02 -3.40751601e-02 7.29993769e-03 3.03652345e-02
 7.56435000e+00 1.94101810e-01 -2.97761514e-02 0.00000000e+00 1.78663919e-02
 7.59715000e+00 4.56065063e-02 -4.60078629e-02 0.00000000e+00 2.68588224e-02
 7.62965000e+00 1.27881873e-01 -4.34224244e-02 5.39479661e-09 1.82324837e-02
 7.66205000e+00 NaN -6.47963734e-02 NaN 3.11915093e-02
 7.69445000e+00 NaN -3.55714996e-02 NaN 1.96654321e-02
 7.72675000e+00 NaN -1.86079390e-02 NaN 1.27759066e-02
 7.75940000e+00 NaN NaN NaN NaN
