 0.00000000e+00 7.50000000e-01 2.06300000e+00 3.37500000e+00 4.68800000e+00 6.00000000e+00 7.31300000e+00 8.62500000e+00 9.93800000e+00 1.12500000e+01 1.25630000e+01 1.38750000e+01 1.51880000e+01 1.65000000e+01 1.78130000e+01 1.91250000e+01 2.04380000e+01 2.17500000e+01 2.30630000e+01 2.43750000e+01 2.56880000e+01 2.70000000e+01 2.83130000e+01 2.96250000e+01 3.09380000e+01 3.22500000e+01 3.35630000e+01 3.48750000e+01 3.61880000e+01 3.75000000e+01 3.88130000e+01 4.01250000e+01 4.14380000e+01 4.27500000e+01 4.40630000e+01 4.53750000e+01 4.66880000e+01 4.80000000e+01 4.93130000e+01 5.06250000e+01 5.19380000e+01 5.32500000e+01 5.45630000e+01 5.58750000e+01 5.71880000e+01 5.85000000e+01 5.98130000e+01 6.11250000e+01 6.24380000e+01 6.37500000e+01 6.50630000e+01
 3.09640000e+00 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN -4.54810000e-01 -5.43410000e-01 -6.02480000e-01 -6.96980000e-01 -6.43820000e-01 -6.20200000e-01 -4.31180000e-01 -1.53570000e-01 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
 3.12910000e+00 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 3.60300000e-01 1.94920000e-01 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
 3.16160000e+00 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN -5.90700000e-03 2.95330000e-02 1.47670000e-01 1.41760000e-01 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
 3.19440000e+00 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN -1.59480000e-01 -1.65390000e-01 -1.24040000e-01 -1.59480000e-01 -8.26930000e-02 -1.12230000e-01 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
 3.22730000e+00 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 5.90700000e-03 -5.90660000e-02 1.47670000e-01 9.45060000e-02 1.24040000e-01 -1.18130000e-02 5.31600000e-02 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
 3.26010000e+00 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN -2.36270000e-01 -8.85990000e-02 1.18130000e-02 -7.67860000e-02 3.54400000e-02 7.08800000e-02 1.06320000e-01 -2.30360000e-01 -2.48080000e-01 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
 3.29270000e+00 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.67860000e-02 6.49730000e-02 2.95330000e-02 2.36270000e-02 2.95330000e-02 -1.29950000e-01 -8.26930000e-02 -9.45060000e-02 -1.06320000e-01 -4.72530000e-02 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
 3.32610000e+00 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN -1.29950000e-01 -1.29950000e-01 -1.12230000e-01 -1.06320000e-01 -8.85990000e-02 -1.83110000e-01 -1.71290000e-01 -1.06320000e-01 -1.24040000e-01 -8.26930000e-02 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
 3.35890000e+00 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN -2.30360000e-01 -8.26930000e-02 -1.35850000e-01 -1.35850000e-01 -8.85990000e-02 -1.18130000e-01 -1.06320000e-01 -1.00410000e-01 -8.85990000e-02 -7.67860000e-02 -5.31600000e-02 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
 3.39180000e+00 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN -2.53990000e-01 -6.49730000e-02 -3.54400000e-02 -7.08800000e-02 -5.90660000e-02 -5.31600000e-02 -6.49730000e-02 -2.24450000e-01 -1.47670000e-01 -1.71290000e-01 -1.41760000e-01 -1.35850000e-01 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
