 0.00000000e+00 7.50000000e-01 1.31300000e+00 1.87500000e+00 2.43800000e+00 3.00000000e+00 3.56300000e+00 4.12500000e+00 4.68800000e+00 5.25000000e+00 5.81300000e+00 6.37500000e+00 6.93800000e+00 7.50000000e+00 8.06300000e+00 8.62500000e+00 9.18800000e+00 9.75000000e+00 1.03130000e+01 1.08750000e+01 1.14380000e+01 1.20000000e+01 1.25630000e+01 1.31250000e+01 1.36880000e+01 1.42500000e+01 1.48130000e+01 1.53750000e+01 1.59380000e+01 1.65000000e+01 1.70630000e+01 1.76250000e+01 1.81880000e+01 1.87500000e+01 1.93130000e+01 1.98750000e+01 2.04380000e+01 2.10000000e+01 2.15630000e+01 2.21250000e+01 2.26880000e+01 2.32500000e+01 2.38130000e+01 2.43750000e+01 2.49380000e+01 2.55000000e+01 2.60630000e+01 2.66250000e+01 2.71880000e+01 2.77500000e+01 2.83130000e+01 2.88750000e+01 2.94380000e+01 3.00000000e+01 3.05630000e+01 3.11250000e+01 3.16880000e+01 3.22500000e+01 3.28130000e+01 3.33750000e+01 3.39380000e+01 3.45000000e+01 3.50630000e+01 3.56250000e+01 3.61880000e+01 3.67500000e+01 3.73130000e+01 3.78750000e+01 3.84380000e+01 3.90000000e+01 3.95630000e+01 4.01250000e+01 4.06880000e+01 4.12500000e+01 4.18130000e+01 4.23750000e+01 4.29380000e+01 4.35000000e+01 4.40630000e+01 4.46250000e+01 4.51880000e+01 4.57500000e+01 4.63130000e+01 4.68750000e+01 4.74380000e+01 4.80000000e+01 4.85630000e+01 4.91250000e+01 4.96880000e+01 5.02500000e+01 5.08130000e+01 5.13750000e+01 5.19380000e+01 5.25000000e+01 5.30630000e+01 5.36250000e+01 5.41880000e+01 5.47500000e+01 5.53130000e+01 5.58750000e+01 5.64380000e+01 5.70000000e+01 5.75630000e+01 5.81250000e+01 5.86880000e+01 5.92500000e+01 5.98130000e+01 6.03750000e+01 6.09380000e+01 6.15000000e+01 6.20630000e+01 6.26250000e+01 6.31880000e+01 6.37500000e+01 6.43130000e+01 6.48750000e+01 6.54380000e+01 6.60000000e+01 6.65630000e+01 6.71250000e+01 6.76880000e+01 6.82500000e+01 6.88130000e+01 6.93750000e+01 6.99380000e+01 7.05000000e+01 7.10630000e+01 7.16250000e+01 7.21880000e+01 7.27500000e+01 7.33130000e+01 7.38750000e+01 7.44380000e+01 7.50000000e+01 7.55630000e+01 7.61250000e+01 7.66880000e+01 7.72500000e+01 7.78130000e+01 7.83750000e+01 7.89380000e+01 7.95000000e+01 8.00630000e+01 8.06250000e+01 8.11880000e+01 8.17500000e+01 8.23130000e+01 8.28750000e+01 8.34380000e+01 8.40000000e+01 8.45630000e+01 8.51250000e+01 8.56880000e+01 8.62500000e+01 8.68130000e+01 8.73750000e+01 8.79380000e+01
 3.10720000e+00 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 7.67860000e-02 9.45060000e-02 1.41760000e-01 7.08800000e-02 9.45060000e-02 5.90660000e-02 5.31600000e-02 1.00410000e-01 8.26930000e-02 9.45060000e-02 1.41760000e-01 1.65390000e-01 1.47670000e-01 1.12230000e-01 5.90660000e-02 5.90700000e-03 8.85990000e-02 1.83110000e-01 2.00830000e-01 1.77200000e-01 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
 3.14010000e+00 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 8.85990000e-02 5.90660000e-02 4.72530000e-02 2.06730000e-01 3.54400000e-02 2.36270000e-02 4.72530000e-02 5.90660000e-02 5.90660000e-02 1.18130000e-02 1.18130000e-02 3.54400000e-02 -5.90700000e-03 0.00000000e+00 1.18130000e-02 -1.18130000e-02 0.00000000e+00 -5.90700000e-03 0.00000000e+00 8.85990000e-02 8.26930000e-02 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
 3.17250000e+00 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1.00410000e-01 4.13460000e-02 8.26930000e-02 8.26930000e-02 0.00000000e+00 -1.77200000e-02 -2.36270000e-02 2.36270000e-02 -1.18130000e-02 -1.77200000e-02 -2.36270000e-02 -2.36270000e-02 -4.13460000e-02 0.00000000e+00 -5.90700000e-03 -2.36270000e-02 -4.13460000e-02 -5.90700000e-03 -1.77200000e-02 1.18130000e-02 2.36270000e-02 -3.54400000e-02 -5.90660000e-02 -3.54400000e-02 2.95330000e-02 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
 3.20520000e+00 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 5.90700000e-03 -2.36270000e-02 7.08800000e-02 1.06320000e-01 8.26930000e-02 4.13460000e-02 7.08800000e-02 5.90660000e-02 4.72530000e-02 5.31600000e-02 1.35850000e-01 1.18130000e-01 1.59480000e-01 1.65390000e-01 5.31600000e-02 1.94920000e-01 2.18550000e-01 1.24040000e-01 1.18130000e-01 1.83110000e-01 1.89010000e-01 2.48080000e-01 2.24450000e-01 2.30360000e-01 2.06730000e-01 1.29950000e-01 1.89010000e-01 2.42170000e-01 1.94920000e-01 1.35850000e-01 1.89010000e-01 1.94920000e-01 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
 3.23840000e+00 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 1.29950000e-01 5.31600000e-02 5.90700000e-03 1.18130000e-02 2.36270000e-02 4.13460000e-02 1.77200000e-02 5.31600000e-02 3.54400000e-02 2.36270000e-02 5.31600000e-02 5.90660000e-02 6.49730000e-02 1.29950000e-01 1.47670000e-01 1.00410000e-01 5.31600000e-02 9.45060000e-02 5.90660000e-02 1.71290000e-01 1.59480000e-01 1.83110000e-01 1.35850000e-01 9.45060000e-02 1.41760000e-01 1.53570000e-01 1.94920000e-01 1.83110000e-01 1.24040000e-01 4.13460000e-02 1.35850000e-01 1.35850000e-01 1.35850000e-01 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
 3.27110000e+00 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN -5.90700000e-03 -5.90700000e-03 -5.90700000e-03 0.00000000e+00 5.90700000e-03 1.77200000e-02 4.13460000e-02 1.18130000e-02 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 1.18130000e-02 0.00000000e+00 -5.90700000e-03 -2.36270000e-02 5.31600000e-02 7.08800000e-02 5.90660000e-02 0.00000000e+00 0.00000000e+00 0.00000000e+00 3.54400000e-02 2.95330000e-02 2.95330000e-02 3.54400000e-02 3.54400000e-02 4.13460000e-02 5.31600000e-02 4.72530000e-02 5.31600000e-02 6.49730000e-02 5.31600000e-02 4.72530000e-02 6.49730000e-02 8.26930000e-02 4.13460000e-02 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
 3.30380000e+00 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 5.90700000e-03 0.00000000e+00 1.18130000e-02 2.95330000e-02 1.77200000e-02 5.90700000e-03 1.18130000e-02 0.00000000e+00 0.00000000e+00 0.00000000e+00 1.18130000e-02 9.45060000e-02 7.67860000e-02 7.67860000e-02 7.08800000e-02 4.13460000e-02 4.72530000e-02 0.00000000e+00 0.00000000e+00 0.00000000e+00 -2.95330000e-02 1.77200000e-02 2.36270000e-02 1.18130000e-02 -1.18130000e-02 4.13460000e-02 4.72530000e-02 6.49730000e-02 7.08800000e-02 1.18130000e-02 5.90700000e-03 5.90700000e-03 4.13460000e-02 7.67860000e-02 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
 3.33710000e+00 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 5.90700000e-03 5.90700000e-03 1.18130000e-02 0.00000000e+00 -5.90700000e-03 5.90700000e-03 5.90700000e-03 5.90700000e-03 5.31600000e-02 0.00000000e+00 1.29950000e-01 5.90660000e-02 0.00000000e+00 0.00000000e+00 2.95330000e-02 1.77200000e-02 0.00000000e+00 5.90700000e-03 0.00000000e+00 0.00000000e+00 3.54400000e-02 3.54400000e-02 0.00000000e+00 4.13460000e-02 6.49730000e-02 7.67860000e-02 6.49730000e-02 7.08800000e-02 8.85990000e-02 7.67860000e-02 8.85990000e-02 1.06320000e-01 1.00410000e-01 8.85990000e-02 8.85990000e-02 1.06320000e-01 1.06320000e-01 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
 3.36980000e+00 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.00000000e+00 -5.90700000e-03 1.18130000e-02 0.00000000e+00 5.90700000e-03 1.18130000e-02 2.36270000e-02 5.90660000e-02 8.26930000e-02 5.31600000e-02 1.83110000e-01 2.12640000e-01 1.77200000e-01 1.77200000e-01 7.08800000e-02 0.00000000e+00 0.00000000e+00 0.00000000e+00 5.90700000e-03 5.90700000e-03 1.18130000e-02 5.90700000e-03 -5.90700000e-03 -5.90700000e-03 0.00000000e+00 0.00000000e+00 1.18130000e-02 -5.90700000e-03 1.77200000e-02 0.00000000e+00 0.00000000e+00 -1.77200000e-02 3.54400000e-02 4.13460000e-02 1.18130000e-02 -6.49730000e-02 1.18130000e-02 -1.18130000e-02 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
