 3.10720000e+00 1.18652252e+01 1.43840359e+01 1.74620295e+01
 3.14010000e+00 1.52233078e+01 1.63426687e+01 1.80222074e+01
 3.17250000e+00 1.74620295e+01 1.88614794e+01 2.02609292e+01
 3.20520000e+00 2.02609292e+01 2.13802900e+01 2.41781947e+01
 3.23840000e+00 2.30588339e+01 2.36190118e+01 2.47383726e+01
 3.27110000e+00 2.41781947e+01 2.55776446e+01 2.69770944e+01
 3.30380000e+00 2.52975556e+01 2.64169165e+01 2.75362773e+01
 3.33710000e+00 2.52975556e+01 2.61373250e+01 2.69770944e+01
 3.36980000e+00 2.64169165e+01 2.69765969e+01 2.75362773e+01
 3.40290000e+00 2.83849654e+01 2.86635317e+01 2.95043262e+01
 3.43570000e+00 3.03351770e+01 3.03351770e+01 3.14545378e+01
 3.46870000e+00 3.14411323e+01 3.17173754e+01 3.36664485e+01
 3.50250000e+00 3.25738987e+01 3.31330817e+01 3.59319813e+01
 3.53570000e+00 3.42524425e+01 3.45325315e+01 3.48126204e+01
 3.56850000e+00 3.59340472e+01 3.60738779e+01 3.73347784e+01
 3.60120000e+00 3.76105251e+01 3.76105251e+01 3.98492469e+01
 3.63380000e+00 3.87298860e+01 3.95696554e+01 4.04094248e+01
 3.66750000e+00 3.87298860e+01 3.92900639e+01 4.04094248e+01
 3.70010000e+00 4.09686077e+01 4.06890163e+01 4.09686077e+01
 3.73280000e+00 4.04094248e+01 4.12486967e+01 4.20879686e+01
 3.76540000e+00 4.15287856e+01 4.29277380e+01 4.48868683e+01
 3.79840000e+00 4.15287856e+01 4.29277380e+01 4.43266903e+01
 3.83100000e+00 4.20893258e+01 4.33482677e+01 4.46072095e+01
 3.86350000e+00 4.26481465e+01 4.37675074e+01 4.48868683e+01
 3.89600000e+00 4.26481465e+01 4.32073295e+01 4.48868683e+01
 3.92910000e+00 4.32073295e+01 4.34874184e+01 4.37675074e+01
 3.96220000e+00 4.37675074e+01 4.48868683e+01 4.60062291e+01
 3.99470000e+00 4.48868683e+01 4.60062291e+01 4.65654121e+01
 4.02810000e+00 4.68602720e+01 4.74157316e+01 4.79754158e+01
 4.06100000e+00 4.88041338e+01 4.88041338e+01 4.93643117e+01
 4.09370000e+00 5.16030335e+01 5.16030335e+01 5.27223943e+01
 4.12650000e+00 5.04836726e+01 5.07632641e+01 5.10428555e+01
 4.15900000e+00 5.16030335e+01 5.24423054e+01 5.38417552e+01
 4.19220000e+00 5.24448409e+01 5.34245804e+01 5.46835627e+01
 4.22520000e+00 5.32815773e+01 5.44009381e+01 5.55202990e+01
 4.25780000e+00 5.44009381e+01 5.58003880e+01 5.71998378e+01
 4.29060000e+00 5.55202990e+01 5.60799794e+01 5.66396599e+01
 4.32320000e+00 5.60804769e+01 5.71998378e+01 5.83191987e+01
 4.35550000e+00 5.77590207e+01 5.88783816e+01 5.99977425e+01
 4.38790000e+00 5.99977425e+01 6.11171033e+01 6.27966421e+01
 4.42030000e+00 6.27966421e+01 6.33558251e+01 6.39160030e+01
 4.45360000e+00 6.22284300e+01 6.29297922e+01 6.36316444e+01
 4.48590000e+00 6.16772813e+01 6.25165532e+01 6.33558251e+01
 4.51850000e+00 6.09363439e+01 6.15903815e+01 6.22444190e+01
 4.55200000e+00 6.01749512e+01 6.06386406e+01 6.11023300e+01
 4.58440000e+00 5.94385595e+01 5.97181510e+01 5.99977425e+01
 4.61700000e+00 5.99977425e+01 6.11171033e+01 6.33558251e+01
 4.64950000e+00 5.99977425e+01 6.08375119e+01 6.16772813e+01
 4.68190000e+00 5.94385595e+01 5.97181510e+01 5.99977425e+01
 4.71520000e+00 5.94385595e+01 6.05579204e+01 6.16772813e+01
 4.74740000e+00 6.05579204e+01 6.16772813e+01 6.27966421e+01
 4.78010000e+00 6.16772813e+01 6.22364642e+01 6.27966421e+01
 4.81290000e+00 6.22364642e+01 6.22364642e+01 6.22364642e+01
 4.84540000e+00 6.19585828e+01 6.23756521e+01 6.27927215e+01
 4.87830000e+00 6.16772813e+01 6.25165532e+01 6.33558251e+01
 4.91070000e+00 6.33558251e+01 6.41955945e+01 6.50353639e+01
 4.94330000e+00 6.50353639e+01 6.58746358e+01 6.67139077e+01
 4.97590000e+00 6.78332685e+01 6.83934465e+01 7.06321682e+01
 5.00860000e+00 6.95128073e+01 7.11913511e+01 7.28708899e+01
 5.04080000e+00 6.89526294e+01 6.97923988e+01 7.06321682e+01
 5.07400000e+00 6.78126668e+01 6.87948049e+01 7.00621869e+01
 5.10600000e+00 6.67139077e+01 6.78332685e+01 6.95128073e+01
 5.13880000e+00 6.67139077e+01 6.75536771e+01 6.83934465e+01
 5.17150000e+00 6.67139077e+01 6.78332685e+01 6.89526294e+01
 5.20400000e+00 6.78332685e+01 6.92327184e+01 7.06321682e+01
 5.23690000e+00 7.00719903e+01 7.11913511e+01 7.23107120e+01
 5.26960000e+00 7.23107120e+01 7.25908010e+01 7.28708899e+01
 5.30190000e+00 7.20345406e+01 7.24524696e+01 7.28708899e+01
 5.33500000e+00 7.17515291e+01 7.23107120e+01 7.28708899e+01
 5.36720000e+00 7.17515291e+01 7.23107120e+01 7.34300729e+01
 5.40010000e+00 6.95025536e+01 7.10457883e+01 7.17433413e+01
 5.43270000e+00 6.72740856e+01 6.97923988e+01 7.00719903e+01
 5.46490000e+00 6.55945468e+01 6.61547247e+01 6.67139077e+01
 5.49850000e+00 6.50353639e+01 6.55945468e+01 6.61547247e+01
 5.53080000e+00 6.59575304e+01 6.64247262e+01 6.70768913e+01
 5.56320000e+00 6.68825519e+01 6.72574759e+01 6.80019128e+01
 5.59650000e+00 6.78332685e+01 6.81133575e+01 6.89526294e+01
 5.62940000e+00 6.78332685e+01 6.86730379e+01 6.95128073e+01
 5.66220000e+00 6.72740856e+01 6.86730379e+01 7.00719903e+01
 5.69450000e+00 6.61547247e+01 6.72740856e+01 6.83934465e+01
 5.72680000e+00 6.50353639e+01 6.50353639e+01 6.50353639e+01
 5.76010000e+00 6.39160030e+01 6.44751859e+01 6.61547247e+01
 5.79240000e+00 6.47605040e+01 6.51792705e+01 6.61547247e+01
 5.82430000e+00 6.55945468e+01 6.58746358e+01 6.61547247e+01
 5.85820000e+00 6.57383018e+01 6.60182631e+01 6.62982244e+01
 5.89040000e+00 6.58748478e+01 6.61546878e+01 6.64345278e+01
 5.92320000e+00 6.60139381e+01 6.62936546e+01 6.65733711e+01
 5.95640000e+00 6.61547247e+01 6.64343162e+01 6.67139077e+01
