 1.48530000e+00 -2.63210000e-01 -4.80650000e-01 -5.03540000e-01 -6.86650000e-01 -5.95090000e-01
 1.51860000e+00 -6.75200000e-01 -4.69210000e-01 -6.40870000e-01 -5.72200000e-01 -6.63760000e-01
 1.55080000e+00 -7.20980000e-01 -7.78200000e-01 -6.98090000e-01 -6.52310000e-01 -5.37870000e-01
 1.58440000e+00 -6.52310000e-01 -6.52310000e-01 -7.20980000e-01 -7.20980000e-01 -6.98090000e-01
 1.61690000e+00 -7.43870000e-01 -4.00540000e-01 -7.78200000e-01 -5.72200000e-01 -4.46320000e-01
 1.64950000e+00 -4.69210000e-01 -6.52310000e-01 -8.46860000e-01 -9.15530000e-01 -1.04140000e+00
 1.68170000e+00 -8.23970000e-01 -5.03540000e-01 -6.98090000e-01 -5.37870000e-01 -5.26430000e-01
 1.71400000e+00 -5.03540000e-01 -5.60760000e-01 -5.37870000e-01 -5.72200000e-01 -8.01090000e-01
 1.74700000e+00 -8.81200000e-01 -4.23430000e-01 -5.49320000e-01 -4.92100000e-01 -5.72200000e-01
 1.77920000e+00 -4.69210000e-01 -8.23970000e-01 -2.97550000e-01 -8.01090000e-01 -4.69210000e-01
 1.81220000e+00 -7.66750000e-01 -7.55310000e-01 -6.52310000e-01 -4.00540000e-01 -6.29430000e-01
 1.84480000e+00 -6.29430000e-01 -5.37870000e-01 -6.06540000e-01 -5.83650000e-01 -5.60760000e-01
 1.87730000e+00 -8.58310000e-01 -8.35420000e-01 -8.01090000e-01 -7.66750000e-01 -8.46860000e-01
 1.90990000e+00 -8.92640000e-01 -7.66750000e-01 -7.89640000e-01 -8.69750000e-01 -1.03000000e+00
 1.94260000e+00 -8.12530000e-01 -8.23970000e-01 -7.20980000e-01 -7.43870000e-01 -7.20980000e-01
 1.97500000e+00 -1.03000000e+00 -8.46860000e-01 -1.08720000e+00 -8.01090000e-01 -7.55310000e-01
 2.00800000e+00 -7.43870000e-01 -7.43870000e-01 -8.23970000e-01 -5.72200000e-01 -7.43870000e-01
 2.04040000e+00 -9.61300000e-01 -1.06430000e+00 -6.98090000e-01 -7.32420000e-01 -5.95090000e-01
 2.07270000e+00 -1.48770000e-01 -1.03000000e-01 -2.28880000e-01 -5.37870000e-01 -4.11990000e-01
 2.10560000e+00 -9.26970000e-01 -8.58310000e-01 -7.55310000e-01 -8.81200000e-01 -1.05290000e+00
 2.13820000e+00 -8.69750000e-01 -9.15530000e-01 -9.84190000e-01 -7.55310000e-01 -8.01090000e-01
 2.17080000e+00 -8.81200000e-01 -9.49860000e-01 -1.06430000e+00 -9.38420000e-01 -5.83650000e-01
 2.20390000e+00 -8.46860000e-01 -9.15530000e-01 -9.95640000e-01 -8.69750000e-01 -6.75200000e-01
 2.23620000e+00 -9.61300000e-01 -1.14440000e+00 -9.95640000e-01 -1.08720000e+00 -1.03000000e+00
 2.26910000e+00 -9.72750000e-01 -1.07570000e+00 -8.92640000e-01 -8.46860000e-01 -1.07570000e+00
 2.30140000e+00 -9.15530000e-01 -9.95640000e-01 -9.61300000e-01 -9.26970000e-01 -9.72750000e-01
 2.33390000e+00 -9.49860000e-01 -9.15530000e-01 -8.12530000e-01 -9.38420000e-01 -8.81200000e-01
 2.36720000e+00 -8.81200000e-01 -9.04080000e-01 -1.00710000e+00 -8.69750000e-01 -9.84190000e-01
 2.39960000e+00 -9.15530000e-01 -8.46860000e-01 -9.15530000e-01 -8.23970000e-01 -8.58310000e-01
 2.43220000e+00 -7.89640000e-01 -9.15530000e-01 -7.66750000e-01 -8.46860000e-01 -8.58310000e-01
 2.46510000e+00 -9.38420000e-01 -8.69750000e-01 -9.15530000e-01 -9.38420000e-01 -9.38420000e-01
 2.49770000e+00 -7.78200000e-01 -8.35420000e-01 -8.01090000e-01 -7.55310000e-01 -7.89640000e-01
 2.52990000e+00 -8.46860000e-01 -8.58310000e-01 -1.03000000e+00 -9.49860000e-01 -9.15530000e-01
 2.56210000e+00 -1.00710000e+00 -8.92640000e-01 -9.04080000e-01 -8.92640000e-01 -8.58310000e-01
 2.59480000e+00 -7.55310000e-01 -8.58310000e-01 -8.92640000e-01 -9.38420000e-01 -9.26970000e-01
 2.62810000e+00 -8.92640000e-01 -8.01090000e-01 -8.01090000e-01 -9.38420000e-01 -8.46860000e-01
 2.66100000e+00 -8.23970000e-01 -8.35420000e-01 -8.23970000e-01 -8.58310000e-01 -8.58310000e-01
 2.69380000e+00 -8.12530000e-01 -7.55310000e-01 -9.72750000e-01 -7.09530000e-01 -8.23970000e-01
 2.72660000e+00 -7.43870000e-01 -8.35420000e-01 -8.35420000e-01 -8.81200000e-01 -8.23970000e-01
 2.75910000e+00 -7.32420000e-01 -8.81200000e-01 -6.40870000e-01 -7.78200000e-01 -6.98090000e-01
 2.79200000e+00 -7.09530000e-01 -7.09530000e-01 -7.89640000e-01 -7.32420000e-01 -8.81200000e-01
 2.82430000e+00 -7.32420000e-01 -7.20980000e-01 -7.43870000e-01 -7.43870000e-01 -8.46860000e-01
 2.85670000e+00 -5.37870000e-01 -8.46860000e-01 -8.12530000e-01 -9.04080000e-01 -8.23970000e-01
 2.88990000e+00 -8.46860000e-01 -8.01090000e-01 -8.46860000e-01 -8.35420000e-01 -9.04080000e-01
 2.92220000e+00 -8.35420000e-01 -8.46860000e-01 -8.23970000e-01 -7.78200000e-01 -8.92640000e-01
 2.95500000e+00 -5.83650000e-01 -7.32420000e-01 -6.98090000e-01 -7.66750000e-01 -8.35420000e-01
 2.98790000e+00 -6.75200000e-01 -6.86650000e-01 -7.89640000e-01 -7.20980000e-01 -8.01090000e-01
 3.02070000e+00 -8.58310000e-01 -7.32420000e-01 -7.78200000e-01 -8.92640000e-01 -8.12530000e-01
 3.05330000e+00 -6.63760000e-01 -6.06540000e-01 -1.71660000e-01 -4.11990000e-01 -7.32420000e-01
 3.08560000e+00 -7.78200000e-01 -4.69210000e-01 -6.86650000e-01 -6.75200000e-01 -8.35420000e-01
 3.11800000e+00 -9.15530000e-01 -7.43870000e-01 -7.43870000e-01 -8.12530000e-01 -7.55310000e-01
 3.15070000e+00 -6.52310000e-01 -8.35420000e-01 -6.86650000e-01 -8.23970000e-01 -8.23970000e-01
 3.18350000e+00 -7.78200000e-01 -8.23970000e-01 -7.66750000e-01 -8.01090000e-01 -6.86650000e-01
 3.21620000e+00 -8.35420000e-01 -8.01090000e-01 -8.69750000e-01 -7.78200000e-01 -9.15530000e-01
 3.24930000e+00 -6.63760000e-01 -6.98090000e-01 -8.92640000e-01 -9.15530000e-01 -8.46860000e-01
 3.28190000e+00 -9.04080000e-01 -7.66750000e-01 -6.63760000e-01 -9.38420000e-01 -9.72750000e-01
 3.31500000e+00 -7.78200000e-01 -9.15530000e-01 -9.04080000e-01 -7.66750000e-01 -6.98090000e-01
 3.34810000e+00 -8.12530000e-01 -3.43320000e-02 -9.26970000e-01 -8.23970000e-01 -2.63210000e-01
 3.38070000e+00 -7.55310000e-01 -9.84190000e-01 -9.26970000e-01 -8.23970000e-01 -8.23970000e-01
 3.41380000e+00 -1.71660000e-01 -2.74660000e-01 -8.12530000e-01 -8.23970000e-01 -7.55310000e-01
 3.44640000e+00 -5.95090000e-01 -7.09530000e-01 -9.95640000e-01 -9.38420000e-01 -8.23970000e-01
 3.47970000e+00 -6.52310000e-01 -8.23970000e-01 -8.35420000e-01 -8.46860000e-01 -8.35420000e-01
 3.51370000e+00 -4.34880000e-01 -2.63210000e-01 -8.01090000e-01 -6.17980000e-01 -6.52310000e-01
 3.54640000e+00 -8.35420000e-01 -9.15530000e-01 -1.01850000e+00 -7.89640000e-01 -8.81200000e-01
 3.57940000e+00 -8.46860000e-01 -5.37870000e-01 -1.83110000e-01 -9.04080000e-01 -9.84190000e-01
 3.61230000e+00 -7.32420000e-01 -5.49320000e-01 -7.32420000e-01 -8.12530000e-01 -8.92640000e-01
 3.64450000e+00 -6.86650000e-01 -9.15530000e-01 -8.46860000e-01 -8.12530000e-01 -9.15530000e-01
 3.67850000e+00 -6.63760000e-01 -8.69750000e-01 -8.58310000e-01 -6.52310000e-01 -9.04080000e-01
 3.71110000e+00 -6.86650000e-01 -7.43870000e-01 -7.55310000e-01 -9.15530000e-01 -8.92640000e-01
 3.74380000e+00 -8.92640000e-01 -8.46860000e-01 -8.58310000e-01 -5.03540000e-01 -8.35420000e-01
 3.77610000e+00 -5.37870000e-01 -5.37870000e-01 -5.03540000e-01 -6.17980000e-01 -6.75200000e-01
 3.80910000e+00 -8.12530000e-01 -6.63760000e-01 -8.12530000e-01 -7.78200000e-01 -6.86650000e-01
 3.84140000e+00 -3.89100000e-01 -8.92640000e-01 -8.01090000e-01 -8.92640000e-01 -8.92640000e-01
 3.87420000e+00 -8.58310000e-01 -7.43870000e-01 -8.35420000e-01 -1.83110000e-01 -7.89640000e-01
 3.90680000e+00 -6.52310000e-01 -6.40870000e-01 -7.78200000e-01 -7.55310000e-01 -7.55310000e-01
 3.94010000e+00 -8.46860000e-01 -7.43870000e-01 -6.86650000e-01 -6.17980000e-01 -7.89640000e-01
 3.97290000e+00 -9.04080000e-01 -6.98090000e-01 -7.66750000e-01 -7.89640000e-01 -5.95090000e-01
 4.00580000e+00 -6.86650000e-01 -7.55310000e-01 -7.66750000e-01 -9.26970000e-01 -9.61300000e-01
 4.03910000e+00 -9.49860000e-01 -1.01850000e+00 -1.01850000e+00 -9.15530000e-01 -1.00710000e+00
 4.07170000e+00 -9.15530000e-01 -6.29430000e-01 -5.83650000e-01 -6.29430000e-01 -8.23970000e-01
 4.10490000e+00 -7.32420000e-01 -7.20980000e-01 -8.81200000e-01 -8.35420000e-01 -5.26430000e-01
 4.13720000e+00 -8.01090000e-01 -8.58310000e-01 -9.49860000e-01 -8.35420000e-01 -7.66750000e-01
 4.16970000e+00 -6.40870000e-01 -3.08990000e-01 -5.03540000e-01 -7.66750000e-01 -2.17440000e-01
 4.20320000e+00 -8.46860000e-01 -7.20980000e-01 -6.86650000e-01 -8.23970000e-01 -8.35420000e-01
 4.23600000e+00 -2.28880000e-01 -5.03540000e-01 -8.69750000e-01 -8.35420000e-01 -7.66750000e-01
 4.26880000e+00 -3.08990000e-01 -8.23970000e-01 -7.43870000e-01 -8.01090000e-01 -6.52310000e-01
 4.30140000e+00 -5.26430000e-01 -4.57760000e-01 -3.54770000e-01 -6.40870000e-01 -5.72200000e-01
 4.33390000e+00 -6.75200000e-01 -8.35420000e-01 -7.20980000e-01 -7.20980000e-01 -5.26430000e-01
 4.36620000e+00 -5.60760000e-01 -7.43870000e-01 -8.23970000e-01 -6.40870000e-01 -7.66750000e-01
 4.39860000e+00 -6.06540000e-01 -7.55310000e-01 -7.20980000e-01 -8.81200000e-01 -6.98090000e-01
 4.43100000e+00 -8.23970000e-01 -8.58310000e-01 -8.23970000e-01 -7.09530000e-01 -6.86650000e-01
 4.46430000e+00 -6.40870000e-01 -8.92640000e-01 -9.49860000e-01 -7.32420000e-01 -7.32420000e-01
 4.49690000e+00 -5.95090000e-01 -8.69750000e-01 -8.58310000e-01 -6.29430000e-01 -8.69750000e-01
 4.52970000e+00 -7.66750000e-01 -7.32420000e-01 -2.63210000e-01 -8.12530000e-01 -6.63760000e-01
 4.56280000e+00 -7.09530000e-01 -8.01090000e-01 -6.86650000e-01 -6.40870000e-01 -9.15530000e-01
 4.59510000e+00 -5.03540000e-01 -5.26430000e-01 -5.95090000e-01 -7.20980000e-01 -1.37330000e-01
 4.62790000e+00 -4.80650000e-01 -4.80650000e-01 -5.37870000e-01 -7.55310000e-01 -6.06540000e-01
 4.66030000e+00 -7.55310000e-01 -6.06540000e-01 -4.34880000e-01 -8.12530000e-01 -7.55310000e-01
 4.69260000e+00 -5.60760000e-01 -6.17980000e-01 -8.81200000e-01 -5.26430000e-01 -7.09530000e-01
 4.72590000e+00 -8.12530000e-01 -2.97550000e-01 -5.14980000e-01 -8.12530000e-01 -6.52310000e-01
 4.75850000e+00 -4.00540000e-01 -8.12530000e-01 -6.06540000e-01 -4.57760000e-01 -6.06540000e-01
 4.79110000e+00 -6.29430000e-01 -1.71660000e-01 -3.31880000e-01 -6.06540000e-01 -7.66750000e-01
 4.82380000e+00 -5.60760000e-01 -6.63760000e-01 -6.63760000e-01 -6.86650000e-01 -6.52310000e-01
 4.85620000e+00 -6.29430000e-01 -1.25890000e-01 -8.01090000e-02 -5.60760000e-01 -6.86650000e-01
 4.88920000e+00 -2.97550000e-01 -2.05990000e-01 -4.23430000e-01 -2.86100000e-01 -6.52310000e-01
 4.92150000e+00 -4.57760000e-01 -4.57760000e-02 -3.77660000e-01 -7.55310000e-01 -6.75200000e-01
 4.95400000e+00 -1.25890000e-01 -2.74660000e-01 -3.89100000e-01 -3.54770000e-01 -7.66750000e-01
 4.98690000e+00 -1.48770000e-01 -2.17440000e-01 -3.43320000e-02 -5.95090000e-01 -6.52310000e-01
 5.01930000e+00 -5.95090000e-01 -1.03000000e-01 -4.80650000e-01 -4.11990000e-01 -3.20430000e-01
 5.05200000e+00 -1.60220000e-01 -3.08990000e-01 1.14440000e-01 1.94550000e-01 1.25890000e-01
 5.08480000e+00 -5.14980000e-01 NaN -4.57760000e-02 -6.86650000e-02 -1.14440000e-02
 5.11690000e+00 -1.71660000e-01 -4.34880000e-01 -2.74660000e-01 -5.95090000e-01 -5.14980000e-01
 5.14990000e+00 -1.14440000e-01 -3.31880000e-01 -1.48770000e-01 -3.20430000e-01 2.05990000e-01
 5.18230000e+00 4.57760000e-02 -4.34880000e-01 -3.43320000e-01 -5.95090000e-01 -4.23430000e-01
 5.21470000e+00 -3.31880000e-01 -4.92100000e-01 1.14440000e-01 -4.00540000e-01 2.17440000e-01
 5.24790000e+00 -2.28880000e-01 -5.60760000e-01 -1.71660000e-01 -3.43320000e-01 -5.83650000e-01
 5.28030000e+00 -2.05990000e-01 -2.40330000e-01 4.57760000e-02 1.48770000e-01 1.14440000e-01
 5.31290000e+00 -1.94550000e-01 -4.46320000e-01 -5.60760000e-01 -1.03000000e-01 -1.60220000e-01
 5.34570000e+00 -6.86650000e-02 -4.57760000e-01 -1.37330000e-01 -1.14440000e-02 -4.80650000e-01
 5.37810000e+00 1.37330000e-01 -9.15530000e-02 -1.94550000e-01 -3.20430000e-01 -4.57760000e-02
 5.41110000e+00 -1.60220000e-01 -3.08990000e-01 -2.40330000e-01 5.72200000e-02 2.28880000e-02
 5.44340000e+00 -1.25890000e-01 2.63210000e-01 1.25890000e-01 5.72200000e-02 2.17440000e-01
 5.47560000e+00 1.71660000e-01 3.43320000e-02 1.03000000e-01 1.03000000e-01 4.57760000e-02
 5.50930000e+00 1.83110000e-01 1.60220000e-01 1.60220000e-01 9.15530000e-02 NaN
 5.54170000e+00 2.05990000e-01 1.37330000e-01 2.86100000e-01 2.28880000e-01 2.51770000e-01
 5.57420000e+00 -1.60220000e-01 1.03000000e-01 -5.72200000e-02 1.37330000e-01 1.14440000e-01
 5.60770000e+00 1.60220000e-01 2.40330000e-01 1.60220000e-01 5.37870000e-01 8.46860000e-01
 5.64040000e+00 NaN 2.40330000e-01 2.28880000e-01 2.51770000e-01 2.97550000e-01
 5.67290000e+00 NaN 5.72200000e-02 3.43320000e-01 2.28880000e-01 8.01090000e-02
 5.70530000e+00 1.60220000e-01 1.37330000e-01 -4.57760000e-02 -2.28880000e-02 8.01090000e-02
 5.73750000e+00 2.05990000e-01 9.15530000e-02 1.37330000e-01 3.31880000e-01 4.34880000e-01
 5.77080000e+00 1.48770000e-01 2.63210000e-01 2.74660000e-01 5.72200000e-02 3.43320000e-02
 5.80320000e+00 2.40330000e-01 2.86100000e-01 3.08990000e-01 3.08990000e-01 1.94550000e-01
 5.83570000e+00 1.60220000e-01 1.94550000e-01 2.51770000e-01 8.01090000e-02 2.86100000e-01
 5.86890000e+00 1.48770000e-01 1.03000000e-01 1.37330000e-01 1.03000000e-01 5.72200000e-01
 5.90130000e+00 2.05990000e-01 4.57760000e-02 9.15530000e-02 4.00540000e-01 9.15530000e-02
 5.93440000e+00 1.25890000e-01 1.14440000e-01 2.28880000e-01 2.51770000e-01 3.08990000e-01
 5.96710000e+00 NaN 6.86650000e-02 2.40330000e-01 1.60220000e-01 1.03000000e-01
 5.99980000e+00 2.28880000e-01 9.15530000e-02 3.66210000e-01 3.66210000e-01 4.00540000e-01
 6.03260000e+00 1.60220000e-01 4.57760000e-01 4.57760000e-01 3.54770000e-01 4.57760000e-01
 6.06510000e+00 2.97550000e-01 1.94550000e-01 3.08990000e-01 3.77660000e-01 1.25890000e-01
 6.09770000e+00 2.74660000e-01 4.46320000e-01 3.89100000e-01 4.00540000e-01 4.11990000e-01
 6.13070000e+00 2.74660000e-01 3.31880000e-01 2.05990000e-01 2.40330000e-01 2.17440000e-01
 6.16300000e+00 1.14440000e-01 4.11990000e-01 3.20430000e-01 2.63210000e-01 2.86100000e-01
 6.19610000e+00 2.05990000e-01 1.71660000e-01 3.77660000e-01 2.40330000e-01 3.08990000e-01
 6.22890000e+00 2.74660000e-01 8.01090000e-02 5.03540000e-01 3.77660000e-01 2.74660000e-01
 6.26120000e+00 4.11990000e-01 1.71660000e-01 3.31880000e-01 2.86100000e-01 2.17440000e-01
 6.29400000e+00 5.83650000e-01 2.28880000e-01 7.78200000e-01 5.03540000e-01 4.57760000e-01
 6.32620000e+00 3.77660000e-01 2.74660000e-01 3.08990000e-01 4.23430000e-01 7.43870000e-01
 6.35880000e+00 4.23430000e-01 7.20980000e-01 1.71660000e-01 1.48770000e-01 1.60220000e-01
 6.39110000e+00 9.15530000e-02 2.28880000e-02 8.01090000e-02 3.66210000e-01 3.43320000e-01
 6.42340000e+00 6.52310000e-01 5.60760000e-01 3.08990000e-01 5.03540000e-01 3.54770000e-01
 6.45630000e+00 3.89100000e-01 4.34880000e-01 1.60220000e-01 5.37870000e-01 1.25890000e-01
 6.48890000e+00 5.37870000e-01 2.74660000e-01 2.28880000e-01 1.48770000e-01 5.83650000e-01
 6.52130000e+00 3.66210000e-01 2.05990000e-01 2.74660000e-01 4.11990000e-01 4.46320000e-01
 6.55440000e+00 5.03540000e-01 3.20430000e-01 2.51770000e-01 5.03540000e-01 3.54770000e-01
 6.58690000e+00 2.51770000e-01 2.74660000e-01 2.40330000e-01 5.95090000e-01 5.95090000e-01
 6.61960000e+00 4.34880000e-01 3.31880000e-01 6.06540000e-01 2.51770000e-01 1.71660000e-01
 6.65200000e+00 8.69750000e-01 3.89100000e-01 2.05990000e-01 3.89100000e-01 3.43320000e-01
 6.68420000e+00 7.20980000e-01 3.43320000e-01 4.34880000e-01 5.49320000e-01 6.52310000e-01
 6.71690000e+00 5.03540000e-01 4.80650000e-01 1.03000000e-01 2.97550000e-01 4.46320000e-01
 6.74920000e+00 5.14980000e-01 5.26430000e-01 2.86100000e-01 4.23430000e-01 5.95090000e-01
 6.78170000e+00 4.23430000e-01 3.77660000e-01 3.77660000e-01 2.05990000e-01 4.92100000e-01
 6.81440000e+00 8.58310000e-01 4.46320000e-01 5.60760000e-01 6.98090000e-01 2.05990000e-01
 6.84680000e+00 3.66210000e-01 1.48770000e-01 3.31880000e-01 4.34880000e-01 4.34880000e-01
 6.87940000e+00 4.00540000e-01 4.57760000e-01 6.17980000e-01 4.92100000e-01 4.92100000e-01
 6.91240000e+00 4.23430000e-01 4.57760000e-01 1.48770000e-01 5.14980000e-01 4.11990000e-01
 6.94460000e+00 5.49320000e-01 4.46320000e-01 9.15530000e-02 1.37330000e-01 4.80650000e-01
 6.97800000e+00 4.34880000e-01 4.00540000e-01 4.11990000e-01 3.89100000e-01 4.57760000e-01
 7.01070000e+00 4.34880000e-01 4.46320000e-01 3.08990000e-01 2.17440000e-01 4.00540000e-01
 7.04300000e+00 4.00540000e-01 NaN 4.57760000e-02 4.00540000e-01 3.54770000e-01
 7.07580000e+00 5.03540000e-01 3.89100000e-01 3.77660000e-01 2.74660000e-01 4.69210000e-01
 7.10810000e+00 5.49320000e-01 4.11990000e-01 2.97550000e-01 3.66210000e-01 4.00540000e-01
 7.14070000e+00 3.66210000e-01 4.69210000e-01 4.57760000e-01 4.69210000e-01 4.69210000e-01
 7.17360000e+00 5.03540000e-01 5.60760000e-01 5.60760000e-01 5.03540000e-01 4.92100000e-01
 7.20590000e+00 4.34880000e-01 4.00540000e-01 1.14440000e-01 5.37870000e-01 4.80650000e-01
 7.23880000e+00 4.23430000e-01 4.46320000e-01 1.37330000e-01 3.31880000e-01 4.11990000e-01
 7.27100000e+00 5.14980000e-01 4.69210000e-01 4.57760000e-01 4.46320000e-01 3.89100000e-01
 7.30360000e+00 3.89100000e-01 4.69210000e-01 3.20430000e-01 3.20430000e-01 4.80650000e-01
 7.33600000e+00 4.80650000e-01 4.80650000e-01 4.92100000e-01 1.60220000e-01 1.03000000e-01
 7.36850000e+00 4.11990000e-01 3.66210000e-01 4.46320000e-01 9.15530000e-02 4.92100000e-01
 7.40110000e+00 3.20430000e-01 4.80650000e-01 4.69210000e-01 2.28880000e-02 3.77660000e-01
 7.43420000e+00 3.77660000e-01 3.89100000e-01 4.80650000e-01 2.74660000e-01 5.14980000e-01
 7.46640000e+00 4.57760000e-01 3.77660000e-01 3.08990000e-01 2.63210000e-01 4.46320000e-01
 7.49920000e+00 3.54770000e-01 4.80650000e-01 1.14440000e-01 1.60220000e-01 3.66210000e-01
 7.53190000e+00 4.46320000e-01 5.03540000e-01 2.63210000e-01 4.46320000e-01 4.69210000e-01
 7.56430000e+00 3.89100000e-01 3.20430000e-01 1.94550000e-01 1.14440000e-01 1.71660000e-01
 7.59730000e+00 5.03540000e-01 3.66210000e-01 1.25890000e-01 3.89100000e-01 4.11990000e-01
 7.62960000e+00 3.89100000e-01 4.46320000e-01 4.57760000e-01 2.86100000e-01 3.08990000e-01
 7.66210000e+00 2.97550000e-01 2.86100000e-01 2.74660000e-01 3.20430000e-01 4.11990000e-01
 7.69440000e+00 4.46320000e-01 4.57760000e-01 3.89100000e-01 2.97550000e-01 4.57760000e-01
 7.72670000e+00 2.51770000e-01 3.31880000e-01 3.66210000e-01 2.40330000e-01 3.54770000e-01
 7.75950000e+00 1.60220000e-01 4.34880000e-01 3.31880000e-01 4.11990000e-01 4.57760000e-01
 7.79180000e+00 3.77660000e-01 3.77660000e-01 3.66210000e-01 3.89100000e-01 4.92100000e-01
 7.82420000e+00 4.00540000e-01 3.08990000e-01 2.74660000e-01 3.89100000e-01 3.66210000e-01
 7.85710000e+00 4.46320000e-01 3.77660000e-01 2.63210000e-01 3.20430000e-01 4.34880000e-01
 7.88930000e+00 5.95090000e-01 4.00540000e-01 1.83110000e-01 3.43320000e-01 2.86100000e-01
 7.92180000e+00 2.63210000e-01 4.69210000e-01 9.15530000e-02 4.46320000e-01 4.57760000e-01
 7.95420000e+00 3.20430000e-01 2.74660000e-01 2.63210000e-01 2.86100000e-01 3.31880000e-01
