 3.10720000e+00 1.31250000e+01 1.56565000e+01 1.87500000e+01
 3.14010000e+00 1.65000000e+01 1.76250000e+01 1.93130000e+01
 3.17250000e+00 1.87500000e+01 2.01565000e+01 2.15630000e+01
 3.20520000e+00 2.15630000e+01 2.26880000e+01 2.55000000e+01
 3.23840000e+00 2.43750000e+01 2.49380000e+01 2.60630000e+01
 3.27110000e+00 2.55000000e+01 2.69065000e+01 2.83130000e+01
 3.30380000e+00 2.66250000e+01 2.77500000e+01 2.88750000e+01
 3.33710000e+00 2.66250000e+01 2.74690000e+01 2.83130000e+01
 3.36980000e+00 2.77500000e+01 2.83125000e+01 2.88750000e+01
 3.40290000e+00 2.97279636e+01 3.00079332e+01 3.08529636e+01
 3.43570000e+00 3.16880000e+01 3.16880000e+01 3.28130000e+01
 3.46870000e+00 3.27995269e+01 3.30771617e+01 3.50360539e+01
 3.50250000e+00 3.39380000e+01 3.45000000e+01 3.73130000e+01
 3.53570000e+00 3.56250000e+01 3.59065000e+01 3.61880000e+01
 3.56850000e+00 3.73150763e+01 3.74556115e+01 3.87228641e+01
 3.60120000e+00 3.90000000e+01 3.90000000e+01 4.12500000e+01
 3.63380000e+00 4.01250000e+01 4.09690000e+01 4.18130000e+01
 3.66750000e+00 4.01250000e+01 4.06880000e+01 4.18130000e+01
 3.70010000e+00 4.23750000e+01 4.20940000e+01 4.23750000e+01
 3.73280000e+00 4.18130000e+01 4.26565000e+01 4.35000000e+01
 3.76540000e+00 4.29380000e+01 4.43440000e+01 4.63130000e+01
 3.79840000e+00 4.29380000e+01 4.43440000e+01 4.57500000e+01
 3.83100000e+00 4.35013641e+01 4.47666482e+01 4.60319324e+01
 3.86350000e+00 4.40630000e+01 4.51880000e+01 4.63130000e+01
 3.89600000e+00 4.40630000e+01 4.46250000e+01 4.63130000e+01
 3.92910000e+00 4.46250000e+01 4.49065000e+01 4.51880000e+01
 3.96220000e+00 4.51880000e+01 4.63130000e+01 4.74380000e+01
 3.99470000e+00 4.63130000e+01 4.74380000e+01 4.80000000e+01
 4.02810000e+00 4.82963454e+01 4.88546033e+01 4.94171071e+01
 4.06100000e+00 5.02500000e+01 5.02500000e+01 5.08130000e+01
 4.09370000e+00 5.30630000e+01 5.30630000e+01 5.41880000e+01
 4.12650000e+00 5.19380000e+01 5.22190000e+01 5.25000000e+01
 4.15900000e+00 5.30630000e+01 5.39065000e+01 5.53130000e+01
 4.19220000e+00 5.39090483e+01 5.48937236e+01 5.61590483e+01
 4.22520000e+00 5.47500000e+01 5.58750000e+01 5.70000000e+01
 4.25780000e+00 5.58750000e+01 5.72815000e+01 5.86880000e+01
 4.29060000e+00 5.70000000e+01 5.75625000e+01 5.81250000e+01
